Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
528940,180930,Serious,Driver or rider,Male,37,26/06/2010,Saturday,15,Westminster,Motorcycle over 125cc and up to 500cc,Not a pedestrian
528650,183600,Serious,Passenger,Female,49,28/06/2010,Monday,21,Camden,Car,"In carriageway, crossing elsewhere"
529910,181010,Serious,Passenger,Male,64,26/06/2010,Saturday,23,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
528990,180950,Serious,Pedestrian,Female,45,30/06/2010,Wednesday,15,Westminster,Car,Not a pedestrian
526860,181710,Serious,Pedestrian,Male,28,04/07/2010,Sunday,1,Westminster,Car,Not a pedestrian
529240,179190,Serious,Passenger,Male,unknown,07/07/2010,Wednesday,20,Westminster,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
527020,183020,Serious,Pedestrian,Female,31,06/07/2010,Tuesday,16,Westminster,Car,Not a pedestrian
530070,181300,Serious,Driver or rider,Male,39,06/07/2010,Tuesday,10,Camden,Motorcycle over 125cc and up to 500cc,Crossing elsewhere within 50m. of ped.crossing
529520,184630,Serious,Pedestrian,Female,16,06/07/2010,Tuesday,15,Camden,Goods 3.5 tonnes maximum gross weight or under,Not a pedestrian
528490,179880,Serious,Driver or rider,Male,40,09/07/2010,Friday,17,Westminster,Taxi/Private hire car,Crossing elsewhere within 50m. of ped.crossing
529080,180350,Serious,Driver or rider,Male,30,12/07/2010,Monday,7,Westminster,Pedal cycle,"In carriageway, crossing elsewhere"
528520,182100,Serious,Driver or rider,Male,50,12/07/2010,Monday,17,Westminster,Motorcycle over 125cc and up to 500cc,Not a pedestrian
528250,179560,Serious,Driver or rider,Male,37,14/07/2010,Wednesday,9,Westminster,Motorcycle over 500cc,Not a pedestrian
527710,183360,Serious,Driver or rider,Male,38,15/07/2010,Thursday,19,Westminster,Pedal cycle,Not a pedestrian
525150,185440,Serious,Driver or rider,Male,48,15/07/2010,Thursday,20,Camden,Car,"In carriageway, crossing elsewhere"
526240,182630,Serious,Passenger,Male,73,10/07/2010,Saturday,2,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
525340,181090,Serious,Passenger,Female,20,09/07/2010,Friday,3,Westminster,Taxi/Private hire car,Not a pedestrian
530070,182800,Serious,Driver or rider,Female,34,19/07/2010,Monday,14,Camden,Pedal cycle,Not a pedestrian
530280,180330,Serious,Driver or rider,Male,43,21/07/2010,Wednesday,8,Westminster,Pedal cycle,Not a pedestrian
528410,178070,Serious,Driver or rider,Male,32,22/07/2010,Thursday,7,Kensington and Chelsea,Motor cycle 125cc and under,Unknown or other
527820,184680,Serious,Pedestrian,Female,60,26/07/2010,Monday,14,Camden,Motorcycle over 125cc and up to 500cc,Not a pedestrian
528770,184730,Serious,Driver or rider,Male,32,13/07/2010,Tuesday,12,Camden,Pedal cycle,Not a pedestrian
529900,180130,Serious,Driver or rider,Female,36,27/07/2010,Tuesday,12,Westminster,Pedal cycle,Not a pedestrian
530310,180300,Serious,Driver or rider,Female,28,31/07/2010,Saturday,5,Westminster,Car,Not a pedestrian
528520,182100,Serious,Driver or rider,Male,27,27/07/2010,Tuesday,17,Westminster,Motor cycle 125cc and under,Crossing on ped. crossing facility
527930,181400,Serious,Driver or rider,Male,27,18/07/2010,Sunday,10,Westminster,Motor cycle 125cc and under,Not a pedestrian
529360,181190,Serious,Pedestrian,Male,27,02/08/2010,Monday,12,Westminster,Goods 3.5 tonnes maximum gross weight or under,"In carriageway, crossing elsewhere"
526980,181360,Serious,Pedestrian,Male,60,28/07/2010,Wednesday,20,Westminster,Car,"In carriageway, crossing elsewhere"
530530,180520,Serious,Pedestrian,Male,34,28/07/2010,Wednesday,13,Westminster,Car,Crossing on ped. crossing facility
530060,181230,Serious,Pedestrian,Male,45,14/07/2010,Wednesday,21,Camden,Car,Not a pedestrian
529060,181240,Serious,Passenger,Female,26,06/08/2010,Friday,2,Westminster,Bus or coach (17 or more pass seats),Crossing on ped. crossing facility
529960,182710,Serious,Pedestrian,Female,45,28/07/2010,Wednesday,12,Camden,Car,Crossing on ped. crossing facility
528650,185710,Serious,Passenger,Male,66,07/08/2010,Saturday,15,Camden,Car,Not a pedestrian
530950,181960,Serious,Driver or rider,Male,27,02/08/2010,Monday,18,Camden,Pedal cycle,Not a pedestrian
530340,180070,Serious,Pedestrian,Male,25,09/08/2010,Monday,22,Westminster,Taxi/Private hire car,Crossing on ped. crossing facility
530340,180070,Serious,Pedestrian,Female,21,09/08/2010,Monday,22,Westminster,Taxi/Private hire car,Not a pedestrian
530910,182410,Serious,Driver or rider,Female,32,30/07/2010,Friday,8,Camden,Pedal cycle,Not a pedestrian
530800,182770,Serious,Passenger,Female,35,10/08/2010,Tuesday,10,Islington,Bus or coach (17 or more pass seats),Not a pedestrian
530090,182480,Serious,Pedestrian,Male,12,16/08/2010,Monday,15,Camden,Goods 3.5 tonnes maximum gross weight or under,Not a pedestrian
526500,180780,Serious,Pedestrian,Male,11,11/08/2010,Wednesday,18,Westminster,Car,On footway or verge
530050,180390,Serious,Pedestrian,Male,39,21/08/2010,Saturday,22,Westminster,Goods 3.5 tonnes maximum gross weight or under,Not a pedestrian
530850,180750,Serious,Driver or rider,Male,22,22/08/2010,Sunday,15,Westminster,Pedal cycle,Not a pedestrian
528720,182610,Serious,Driver or rider,Female,25,10/08/2010,Tuesday,17,Camden,Pedal cycle,Not a pedestrian
526540,183000,Serious,Driver or rider,Male,40,09/07/2010,Friday,18,Westminster,Motorcycle over 500cc,Not a pedestrian
527080,185890,Serious,Pedestrian,Male,75,27/08/2010,Friday,19,Camden,Car,Not a pedestrian
529140,185860,Serious,Driver or rider,Male,42,27/08/2010,Friday,10,Islington,Taxi/Private hire car,Not a pedestrian
526740,182030,Serious,Driver or rider,Male,27,31/08/2010,Tuesday,15,Westminster,Pedal cycle,Not a pedestrian
531540,181640,Serious,Pedestrian,Male,21,15/08/2010,Sunday,3,Camden,Car,Not a pedestrian
527150,182240,Serious,Passenger,Female,unknown,23/07/2010,Friday,17,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
525280,181360,Serious,Pedestrian,Male,4,02/09/2010,Thursday,20,Westminster,Car,Not a pedestrian
529320,180120,Serious,Pedestrian,Female,40,03/09/2010,Friday,18,Westminster,Car,Not a pedestrian
529380,182420,Serious,Pedestrian,Female,37,03/09/2010,Friday,15,Camden,Car,Not a pedestrian
526790,182510,Serious,Passenger,Female,37,06/09/2010,Monday,21,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
529680,183910,Serious,Pedestrian,Male,29,07/09/2010,Tuesday,11,Camden,Goods 3.5 tonnes maximum gross weight or under,"In carriageway, crossing elsewhere"
530630,180770,Serious,Driver or rider,Male,37,07/09/2010,Tuesday,17,Westminster,Motorcycle over 500cc,Not a pedestrian
529220,180260,Serious,Driver or rider,Male,48,06/09/2010,Monday,19,Westminster,Pedal cycle,Crossing on ped. crossing facility
528270,180310,Serious,Driver or rider,Female,28,09/09/2010,Thursday,17,Westminster,Pedal cycle,Not a pedestrian
530610,180850,Serious,Pedestrian,Male,23,11/09/2010,Saturday,3,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
528970,180860,Serious,Pedestrian,Male,7,11/09/2010,Saturday,14,Westminster,Car,Not a pedestrian
529590,180750,Serious,Driver or rider,Male,23,13/09/2010,Monday,7,Westminster,Pedal cycle,Not a pedestrian
529570,182150,Serious,Driver or rider,Male,44,28/08/2010,Saturday,18,Camden,Pedal cycle,Not a pedestrian
529260,180320,Serious,Driver or rider,Male,33,02/09/2010,Thursday,14,Westminster,Motorcycle over 125cc and up to 500cc,"In carriageway, crossing elsewhere"
530670,181840,Serious,Passenger,Female,25,17/09/2010,Friday,8,Camden,Motor cycle 125cc and under,Not a pedestrian
527170,182810,Serious,Driver or rider,Male,28,30/08/2010,Monday,17,Westminster,Pedal cycle,Not a pedestrian
530150,180200,Serious,Pedestrian,Male,unknown,07/09/2010,Tuesday,9,Westminster,Other motor vehicle,Not a pedestrian
529850,181240,Serious,Pedestrian,Female,25,22/09/2010,Wednesday,18,Westminster,Pedal cycle,Not a pedestrian
529130,184080,Serious,Driver or rider,Female,46,04/10/2010,Monday,19,Camden,Car,Not a pedestrian
527140,181010,Serious,Driver or rider,Male,31,07/10/2010,Thursday,9,Westminster,Motorcycle over 125cc and up to 500cc,Not a pedestrian
528690,181540,Serious,Driver or rider,Male,43,09/10/2010,Saturday,14,Westminster,Taxi/Private hire car,Crossing on ped. crossing facility
530070,180600,Serious,Driver or rider,Male,40,08/10/2010,Friday,14,Westminster,Pedal cycle,Not a pedestrian
529080,178830,Serious,Pedestrian,Male,61,04/10/2010,Monday,13,Westminster,Goods 3.5 tonnes maximum gross weight or under,Not a pedestrian
529930,181050,Serious,Driver or rider,Male,39,08/10/2010,Friday,12,Westminster,Motor cycle 125cc and under,Not a pedestrian
528520,182110,Serious,Pedestrian,Female,22,12/10/2010,Tuesday,18,Westminster,Car,"In carriageway, crossing elsewhere"
526580,183520,Serious,Pedestrian,Female,22,23/09/2010,Thursday,16,Westminster,Car,Not a pedestrian
528680,182940,Serious,Driver or rider,Male,44,01/10/2010,Friday,16,Camden,Car,Not a pedestrian
528680,182940,Serious,Passenger,Female,7,01/10/2010,Friday,16,Camden,Car,"In carriageway, not crossing"
531000,182510,Serious,Driver or rider,Female,30,17/10/2010,Sunday,18,Islington,Pedal cycle,Not a pedestrian
529540,185230,Serious,Passenger,Female,47,20/10/2010,Wednesday,9,Camden,Bus or coach (17 or more pass seats),Not a pedestrian
527630,179620,Serious,Driver or rider,Male,45,20/10/2010,Wednesday,13,Westminster,Motorcycle over 500cc,Not a pedestrian
528540,177950,Serious,Driver or rider,Male,35,19/10/2010,Tuesday,18,Kensington and Chelsea,Motorcycle over 500cc,Not a pedestrian
530170,179660,Serious,Passenger,Male,29,22/10/2010,Friday,22,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
529150,183160,Serious,Pedestrian,Female,11,25/10/2010,Monday,13,Camden,Goods 3.5 tonnes maximum gross weight or under,Not a pedestrian
528480,182250,Serious,Driver or rider,Male,44,25/10/2010,Monday,10,Westminster,Motorcycle over 500cc,Not a pedestrian
530900,182580,Serious,Driver or rider,Male,48,26/10/2010,Tuesday,18,Islington,Motorcycle over 500cc,Not a pedestrian
528440,181310,Serious,Driver or rider,Male,53,19/10/2010,Tuesday,15,Westminster,Pedal cycle,Crossing elsewhere within 50m. of ped.crossing
528360,181080,Serious,Pedestrian,Female,20,29/10/2010,Friday,10,Westminster,Bus or coach (17 or more pass seats),On footway or verge
526810,183170,Serious,Driver or rider,Male,18,31/10/2010,Sunday,21,Westminster,Motor cycle 125cc and under,Not a pedestrian
529450,183700,Serious,Driver or rider,Male,43,25/10/2010,Monday,8,Camden,Pedal cycle,Not a pedestrian
528000,183490,Serious,Driver or rider,Male,45,24/10/2010,Sunday,10,Westminster,Pedal cycle,Not a pedestrian
526770,179660,Serious,Driver or rider,Male,48,07/11/2010,Sunday,6,Westminster,Motor cycle 125cc and under,Not a pedestrian
526860,182640,Serious,Pedestrian,Female,82,05/11/2010,Friday,18,Westminster,Pedal cycle,Not a pedestrian
529280,178380,Serious,Driver or rider,Male,17,10/11/2010,Wednesday,19,Westminster,Motor cycle 125cc and under,Not a pedestrian
530220,179140,Serious,Pedestrian,Male,43,11/11/2010,Thursday,14,Westminster,Pedal cycle,Not a pedestrian
530390,182120,Serious,Driver or rider,Male,28,12/11/2010,Friday,20,Camden,Pedal cycle,"In carriageway, crossing elsewhere"
529940,178480,Serious,Driver or rider,Male,36,18/11/2010,Thursday,8,Westminster,Motorcycle over 125cc and up to 500cc,Crossing on ped. crossing facility
529950,180930,Serious,Pedestrian,Male,30,21/11/2010,Sunday,3,Westminster,Car,"In carriageway, crossing elsewhere"
526880,180800,Serious,Driver or rider,Male,31,18/11/2010,Thursday,8,Westminster,Pedal cycle,Not a pedestrian
525450,182410,Serious,Driver or rider,Male,28,03/11/2010,Wednesday,18,Westminster,Pedal cycle,Crossing elsewhere within 50m. of ped.crossing
529800,181370,Serious,Pedestrian,Male,26,15/11/2010,Monday,2,Camden,Bus or coach (17 or more pass seats),Crossing on ped. crossing facility
529030,181230,Serious,Pedestrian,Female,29,26/11/2010,Friday,16,Westminster,Bus or coach (17 or more pass seats),Not a pedestrian
528510,178550,Serious,Driver or rider,Male,53,22/11/2010,Monday,8,Westminster,Pedal cycle,Not a pedestrian
525800,183180,Serious,Driver or rider,Male,29,29/11/2010,Monday,9,Westminster,Motor cycle 125cc and under,Not a pedestrian
529370,178720,Serious,Driver or rider,Male,45,24/11/2010,Wednesday,16,Westminster,Motorcycle over 125cc and up to 500cc,"In carriageway, crossing elsewhere"
529120,183500,Serious,Pedestrian,Female,48,03/12/2010,Friday,14,Camden,Car,Not a pedestrian
530300,180620,Serious,Pedestrian,Male,39,06/12/2010,Monday,22,Westminster,Taxi/Private hire car,Not a pedestrian
528280,184340,Serious,Pedestrian,Male,13,08/12/2010,Wednesday,8,Camden,Goods 3.5 tonnes maximum gross weight or under,"In carriageway, crossing elsewhere"
530570,181650,Serious,Passenger,Female,65,11/12/2010,Saturday,22,Camden,Bus or coach (17 or more pass seats),Not a pedestrian
528830,182380,Serious,Driver or rider,Male,45,16/12/2010,Thursday,22,Camden,Motorcycle over 125cc and up to 500cc,Crossing on ped. crossing facility
528980,181350,Serious,Pedestrian,Male,17,19/12/2010,Sunday,18,Westminster,Car,Not a pedestrian
527240,181500,Serious,Driver or rider,Female,20,20/12/2010,Monday,12,Westminster,Pedal cycle,"In carriageway, crossing elsewhere"
528540,181350,Serious,Driver or rider,Male,37,26/12/2010,Sunday,15,Westminster,Car,"In carriageway, crossing elsewhere"
529100,180980,Serious,Pedestrian,Male,31,23/12/2010,Thursday,17,Westminster,Car,Not a pedestrian
525300,184100,Serious,Driver or rider,Male,35,02/12/2010,Thursday,21,Camden,Motor cycle 125cc and under,Not a pedestrian
529170,187290,Serious,Driver or rider,Male,20,15/01/2010,Friday,9,Islington,Car,Not a pedestrian
532410,184850,Serious,Pedestrian,Male,31,22/01/2010,Friday,6,Islington,Goods 3.5 tonnes maximum gross weight or under,Crossing on ped. crossing facility
531450,183140,Serious,Driver or rider,Male,40,22/01/2010,Friday,18,Islington,Motorcycle over 500cc,Not a pedestrian
531570,183510,Serious,Driver or rider,Male,31,25/01/2010,Monday,11,Islington,Car,Not a pedestrian
531430,184890,Serious,Driver or rider,Male,30,08/02/2010,Monday,17,Islington,Pedal cycle,Not a pedestrian
529890,186560,Serious,Pedestrian,Female,24,20/02/2010,Saturday,15,Islington,Pedal cycle,Not a pedestrian
529400,186820,Serious,Pedestrian,Female,20,27/02/2010,Saturday,19,Islington,Car,Not a pedestrian
530760,186270,Serious,Passenger,Male,30,01/02/2010,Monday,10,Islington,Car,Not a pedestrian
530080,187440,Serious,Driver or rider,Male,38,04/01/2010,Monday,16,Islington,Motor cycle 125cc and under,Crossing on ped. crossing facility
532740,184810,Serious,Driver or rider,Female,27,16/03/2010,Tuesday,11,Islington,Pedal cycle,Not a pedestrian
531110,183100,Serious,Driver or rider,Female,67,08/03/2010,Monday,9,Islington,Car,Not a pedestrian
529810,184980,Serious,Driver or rider,Male,59,02/03/2010,Tuesday,12,Islington,Motor cycle 125cc and under,Not a pedestrian
531760,183030,Serious,Driver or rider,Female,25,10/03/2010,Wednesday,9,Islington,Pedal cycle,Not a pedestrian
531210,182310,Serious,Driver or rider,Male,27,15/03/2010,Monday,22,Islington,Motor cycle 125cc and under,Crossing elsewhere within 50m. of ped.crossing
530990,185410,Serious,Pedestrian,Female,41,16/03/2010,Tuesday,15,Islington,Motor cycle 125cc and under,Not a pedestrian
531450,183150,Serious,Driver or rider,Male,46,22/04/2010,Thursday,15,Islington,Bus or coach (17 or more pass seats),"On refuge, central island or central reservation"
531450,183150,Serious,Pedestrian,Male,30,22/04/2010,Thursday,15,Islington,Bus or coach (17 or more pass seats),Not a pedestrian
531010,187220,Serious,Pedestrian,Male,43,23/04/2010,Friday,16,Haringey,Car,Not a pedestrian
529160,185850,Serious,Pedestrian,Male,7,29/04/2010,Thursday,15,Islington,Car,Not a pedestrian
531370,183550,Serious,Pedestrian,Male,33,06/05/2010,Thursday,18,Islington,Bus or coach (17 or more pass seats),Not a pedestrian
529730,186660,Serious,Passenger,Female,62,07/05/2010,Friday,10,Islington,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped.crossing
530020,185270,Serious,Pedestrian,Male,4,12/05/2010,Wednesday,13,Islington,Car,Not a pedestrian
530740,186300,Serious,Driver or rider,Male,41,06/05/2010,Thursday,9,Islington,Pedal cycle,Not a pedestrian
531620,184710,Serious,Driver or rider,Female,28,25/05/2010,Tuesday,15,Islington,Pedal cycle,Crossing on ped. crossing facility
530180,186270,Serious,Driver or rider,Female,22,27/04/2010,Tuesday,12,Islington,Pedal cycle,Not a pedestrian
531650,185190,Serious,Driver or rider,Male,40,28/05/2010,Friday,8,Islington,Moped,Not a pedestrian
530430,183010,Serious,Driver or rider,Male,29,24/05/2010,Monday,10,Camden,Pedal cycle,Not a pedestrian
529670,186690,Serious,Driver or rider,Male,48,21/05/2010,Friday,16,Islington,Motorcycle over 125cc and up to 500cc,Not a pedestrian
532650,182450,Serious,Driver or rider,Female,27,09/06/2010,Wednesday,9,Islington,Pedal cycle,"In carriageway, crossing elsewhere"
529890,187740,Serious,Driver or rider,Male,25,27/05/2010,Thursday,20,Islington,Pedal cycle,Not a pedestrian
531900,186360,Serious,Driver or rider,Male,50,23/06/2010,Wednesday,14,Islington,Motorcycle over 125cc and up to 500cc,Not a pedestrian
531130,185240,Serious,Driver or rider,Male,36,17/06/2010,Thursday,19,Islington,Motor cycle 125cc and under,Not a pedestrian
531480,186790,Serious,Pedestrian,Male,unknown,17/06/2010,Thursday,19,Islington,Other motor vehicle,Not a pedestrian
532270,184240,Serious,Driver or rider,Male,19,11/07/2010,Sunday,14,Islington,Motor cycle 125cc and under,Crossing elsewhere within 50m. of ped.crossing
532270,184240,Serious,Pedestrian,Male,29,11/07/2010,Sunday,14,Islington,Motor cycle 125cc and under,Not a pedestrian
531900,183850,Serious,Driver or rider,Male,26,08/06/2010,Tuesday,17,Islington,Motorcycle over 125cc and up to 500cc,Not a pedestrian
532370,184860,Serious,Driver or rider,Male,52,16/07/2010,Friday,6,Islington,Motorcycle over 500cc,Not a pedestrian
530420,183000,Serious,Driver or rider,Male,57,23/07/2010,Friday,11,Camden,Pedal cycle,"In carriageway, crossing elsewhere"
532670,182450,Serious,Pedestrian,Female,36,28/07/2010,Wednesday,16,Islington,Car,Not a pedestrian
530290,186180,Serious,Driver or rider,Female,52,26/07/2010,Monday,9,Islington,Motor cycle 125cc and under,Not a pedestrian
